"id";"title";"abstract_por";"abstract_eng";"authors";"contributors";"subjectsPOR";"subjectsENG";"institutions";"programs";"types";"accesslevel";"publicationDates";"urls";"formats";"languages";
"USP_74f3cfac3816d899cb09abe0e1675bc8";"Em busca da avaliação de bibliotecas digitais: caminhos e descaminhos";"As bibliotecas digitais encerram sistemas extremamente complexos de informação, que dão suporte à criação, gestão, distribuição e preservação de fontes de informação. Apesar de atividade reconhecidamente importante, ao menos na teoria, a avaliação de bibliotecas digitais ainda aparece como atividade pouco executável e desassociada do planejamento de projetos de bibliotecas digitais. Buscamos neste trabalho apresentar alguns dos modelos, das técnicas e das metodologias, especificamente a abordagem de Saracevic, que vêm sendo aplicadas, com resultados positivos e passíveis de replicação em ambientes similares. A questão da falta de cultura de avaliação em bibliotecas digitais é também outro aspecto abordado nesta tese. O principal objetivo da pesquisa é demonstrar os aspectos e os resultados positivos da avaliação de bibliotecas digitais, bem como chamar a atenção para a necessidade de uma conscientização por parte de gestores e profissionais envolvidos com o tema, quanto à importância de propiciar um ambiente favorável à execução de atividades de avaliação.";"Digital libraries are extremely complex information systems, which support the creation, management and preservation of information resources. Although recognized as important, at least in theory, digital library evaluation is not common and is not generally associated with digital library projects planning. In this research, we have tried to present some of the models, techniques, and methodologies available in literature, specifically Saracevics approach, that have been applied, with positive results, and can be applied for benchmarking in similar environments. Also, the problem of lack of culture of assessment in digital libraries is another topic of this thesis. The main goal of this research is showing the positive aspects and results of digital library evaluation, as well as to demonstrate to managers and professionals involved with the subject the importance of providing a favourable environment for evaluation activities.";"primary[Nadia Maria dos Santos Hommerding(NA)]";"advisor[Waldomiro de Castro Santos Vergueiro(NA)]|referee[Telma de Carvalho(NA)|Beatriz Valadares Cendón(NA)|Asa Fujino(NA)|José Fernando Modesto da Silva(NA)]";"Biblioteca Digital|Saracevic";"Biblioteca Digital|Saracevic";"USP";"Ciência da Informação";"doctoralThesis";"openAccess";"2007";"http://www.teses.usp.br/teses/disponiveis/27/27151/tde-20052009-140703/";"doctoralThesis";"por"
"UNB_5943e657af5a86f6181de3ac94afdd2e";"Acesso e compreensão de conteúdos em português por estrangeiros em bibliotecas digitais científicas : uma proposta metodológica e sua implementação";"A sociedade do conhecimento se caracteriza pela veloz ampliação do acesso a conteúdos digitais e pelo uso das tecnologias de informação e comunicação, as quais disponibilizam instantaneamente tais acervos em qualquer parte do globo. Mercê dessa nova ecologia tecnológica, significativas transformações ocorrem nos serviços oferecidos pelas bibliotecas e no seu relacionamento com usuários, tanto presencialmente como à distância. No contexto dessa atuação, além das fronteiras clássicas das bibliotecas e de uma necessidade de maior vitalidade linguística do português no mundo digital, a pesquisa objeto desta tese identifica alguns obstáculos ao acesso e compreensão de conteúdos científicos digitais por não falantes do português e propõe uma metodologia automatizada para facilitar a compreensão de textos científicos. A identificação das necessidades de falantes estrangeiros para acessar e compreender os conteúdos de bibliotecas digitais em língua portuguesa se fundamentou em dados coletados junto a estudantes estrangeiros francófonos, da Universidade de Brasília e da Universidade Charles de Gaulle (Lille 3) na França. O arcabouço conceitual interdisciplinar da tese está baseado em diversas disciplinas: arquitetura da informação, teoria da relevância, multimodalidade e no processamento da linguagem natural. A metodologia proposta no trabalho é operacionalizada por um aplicativo, desenvolvido em software livre na linguagem de programação Python, que integra a filtragem de texto, a sumarização textual automática, a tradução por máquina e o alinhamento sentencial automático. Esse dispositivo computacional pode ser utilizado em qualquer biblioteca interessada em ofertar um serviço personalizado para seus usuários estrangeiros. Os resultados obtidos são encorajadores, possibilitam uma maior vitalidade da língua portuguesa no campo científico e oferecem um campo fértil para novas pesquisas na áreas abordadas pela tese.";"";"primary[Menezes, Francisco Cláudio Sampaio de(NA)]";"advisor[Baptista, Dulce Maria(NA)]";"";"";"UNB";"";"doctoralThesis";"openAccess";"2017";"http://repositorio.unb.br/handle/10482/31438";"doctoralThesis";"por"
"UNB_15a7d033db5378be3f981f789dcabc65";"Os novos papéis da biblioteca universitária brasileira";"";"A pesquisa pretendeu identificar quais são as novas tendências das bibliotecas universitárias brasileiras no século XXI, visando a identificar os novos papéis dessas instituições no cenário das universidades brasileiras nos próximos dez anos. A metodologia da pesquisa foi baseada: a) em pesquisa documental histórica para identificar o contexto social, político e intelectual da trajetória das bibliotecas universitárias, da Idade Média à época atual; b) em pesquisa documental para identificar os dilemas pelos quais passam, no século XXI, essas instituições e os desafios que serão enfrentados por elas; c) no Método de Delfos, uma das técnicas utilizadas em prognósticos, adequada a estudos de assuntos não muito conhecidos, com capacidade de lidar com maiores quantidades de dados Foram aplicadas duas rodadas de questionário via web a especialistas da área de educação superior e biblioteca universitária que possibilitaram coletar a opinião dos especialistas sobre as tendências das bibliotecas universitárias nos seus aspectos gerais: liderança, finanças, recursos humanos; usuário, acervo, serviços, espaço, novas tecnologias, desafios da universidade e tendências gerais ligadas ao Estado, à sociedade, à ciência, à tecnologia e à inovação. A análise de dados revelou que dentre as tendências identificadas com expressivo consenso para as bibliotecas universitárias estão a adoção de indicadores de qualidade de coleção, de produtos e serviços; de qualidade de pessoal, indicadores de novas tecnologias, conhecimento das necessidades de trabalho dos usuários e método de buscas por informação, demanda de maiores verbas na área de tecnologia de informação; usuários da biblioteca universitária demandarão acesso cada vez mais rápido aos serviços oferecidos; as bibliotecas universitárias deverão abrigar coleções impressas e digitais. Mas, sobretudo revelou que a biblioteca universitária está inserida em contexto da universidade e do Estado cujas tendências identificadas como de consenso expressivo para a universidade foram a ênfase no processo de ensino no papel do professor na construção do conhecimento; preservação da produção intelectual da comunidade universitária; ênfase no processo de ensino aprendizagem do aluno; ênfase no processo de ensino na inter-relação do ensino, pesquisa, extensão e serviços; preservar o conhecimento produzido nessa instituição. A expectativa é que os resultados da pesquisa possam contribuir para as discussões e reflexões acerca do futuro dessas bibliotecas, no planejamento das bibliotecas universitárias brasileiras, na formulação de futuras políticas públicas integradas para essa área, hoje inexistentes no Brasil. ______________________________________________________________________________ ABSTRACT|The research aimed to identify what are the new trends of the Brazilian university libraries in the 21st century, to detect new roles of these institutions in the scenario of Brazilian universities for the next ten years. The research methodology was based on: a) the historical documentary research to identify the social, political and intellectual trajectory of university libraries, from the Middle Ages to the present time, b) the documentary research, to identify the dilemmas through which the institutions pass and the challenges that will be faced by them, in century XXI; c) the Delphi method, one of the techniques used in prognostic studies suitable for subjects not well known, with the ability to handle larger amounts of data. There were applied two rounds of questionnaires, via web, to specialists of higher education and to librarians who work in university libraries, to get expert opinions from the experts on general aspects, leadership, finance, human resources, library users, collections, services, space, new technologies, about universities and trends related to the state, society, science, technology and innovation. Data analysis revealed that, among the tendencies identified by the group of experts with significant consensus for university libraries are: adopting products and services for collection quality indicators, quality of staff, indicators of new technologies, knowledge needs for users` work methods and search for information, demand more funds in the area of information technology, university library users will ask for access to faster services and, university libraries should keep print and digital collections. There were identified expressive emphasis on the teacher's role in the construction of knowledge, preservation of intellectual production of the university community; accentuate student learning, emphasis in the interrelationship of teaching, research and extension services; preservation of the knowledge generated in the university. About the State, the survey identified significant consensus on deepening the role of the State in formulating public policy and the challenge of rapprochement between the university system and research and development (R & D) companies.";"primary[Diógenes, Fabiene Castelo Branco(NA)]";"advisor[Cunha, Murilo Bastos da(NA)]";"";"";"UNB";"";"doctoralThesis";"openAccess";"2012";"http://repositorio.unb.br/handle/10482/12305";"doctoralThesis";"por"
"UNB_b46ac37fe217e68157e47357ecb6966f";"Curadoria digital : o conceito no período de 2000 a 2013";"";"A presente pesquisa pretende apresentar um breve panorama do conceito de curadoria digital. Para tanto, foi realizada revisão de literatura, além de pesquisa em bases de dados especializadas em Ciência da Informação, com o intuito de investigar a produção sobre o tema, de 2000 a novembro de 2013 e posterior análise da bibliométrica e substantiva dos documentos. É realizada revisão bibliográfica nas áreas de bibliotecas digitais, preservação digital e em curadoria digital a fim de identificar um caminho teórico percorrido até a emergência do conceito de curadoria digital a partir da preservação digital e das bibliotecas digitais. Com base na amostra representativa da produção bibliográfica sobre o tema, fez-se análise de características relativas à forma dos documentos como autoria, afiliação dos autores, ano de publicação, tipo de documento, idioma e palavras-chave atribuídas. Quanto à apreciação da parte textual dos registros levantados, o foco da investigação foi voltado para busca do que é entendido como curadoria pelos autores no intuito de clarificar e consolidar a definição do termo curadoria digital e sua importância para a preservação da informação digital. Conclui-se que a curadoria digital está em franco desenvolvimento e constitui termo guarda-chuva, que abarca definições correlatas voltadas à seleção, enriquecimento, tratamento e preservação da informação para o acesso e uso futuro.";"primary[Santos, Thayse Natália Cantanhede(NA)]";"advisor[Cunha, Murilo Bastos da(NA)]";"";"";"UNB";"";"masterThesis";"openAccess";"2014";"http://repositorio.unb.br/handle/10482/17324";"masterThesis";"por"
"UNB_792793e765353dd3c768883c788b1975";"O grau de satisfação dos usuários do portal de periódicos da CAPES : estudo de caso na Universidade de Brasília e na Universidade Federal de Goiás";"";"A pesquisa teve como objetivo geral identificar o grau de satisfação dos usuários do Portal de Periódicos mantido pela Capes em cinco programas de pós-graduação – Educação, Matemática, Direito, Engenharia Elétrica, Medicina Tropical – na Universidade Federal de Goiás (UFG) e na Universidade de Brasília (UnB). Os objetivos específicos eram: investigar as dificuldades enfrentadas pelos usuários; identificar o índice de relevância dos artigos copiados do Portal; identificar o percentual de atendimento por parte do Portal às demandas dos usuários; verificar se o uso do Portal refletiu no aumento da produção científica dos usuários. O universo da pesquisa foi composto pelos pesquisadores, docentes, alunos de pósgraduação e bibliotecários das duas universidades selecionadas. A coleta de dados foi realizada por meio de: questionário auto-aplicável com perguntas abertas e fechadas; entrevista estruturada com professores e/ou coordenadores de pós-graduação; entrevista com bibliotecários para complementar dados e visita a bibliotecas da UnB e UFG. Foram respondidos e analisados 248 questionários. Os resultados demonstram que 73,7% dos respondentes pensam que os periódicos eletrônicos têm influenciado suas atividades de pesquisa ou produtividade e 26,3% pensam que não. Com a assertiva, “publiquei mais artigos porque periódicos eletrônicos dão acesso rápido e fácil a artigos de qualidade”, concordam plenamente 33,6% dos respondentes, 48,7% concordam em parte e 17,7% discordam. Declaram desconhecer o Portal 26,8% dos respondentes e 7,5% não sabem utilizá-lo. A maior dificuldade enfrentada pelos usuários é obter cópia de texto completo. É alto o grau de relevância dos artigos do Portal para 96% dos usuários que atribuíram grau acima de 50%. Mais da metade dos respondentes atribuiu nota maior que 70 ao Portal e 86,1%, nota maior que 50 quanto à capacidade de atendimento das suas necessidades de informação. Dos 184 usuários do Portal, 48% não preparam a estratégia de busca com antecedência. Quanto ao grau de satisfação em relação ao uso do Portal, os usuários estão razoavelmente satisfeitos nos aspectos velocidade de acesso, seleção e idioma dos títulos, divulgação do Portal e apresentação gráfica. A pesquisa conclui que a maioria dos usuários está razoavelmente satisfeita com o Portal de periódicos da Capes e que é necessária maior divulgação do Portal e treinamento. ______________________________________________________________________________ ABSTRACT|The research had as general objective to identify the user satisfaction degree of CAPES Periodic Portal, kept by CAPES in five post-graduation programs – Education, Mathematics, Law, Electric Engineering, Tropical Medicine – at the Federal University of Goiás (UFG) and University of Brasilia (UnB). The specific objectives were: to investigate the difficulties faced by users; to identify the relevance level of copied articles from the Portal; to identify the percentage of Portal fulfillment of users requests; to verify if the Portal use reflected on the increase of users scientific production. The universe of the research was composed by researchers, professors, postgraduation students and librarians of the two selected universities. The data collection was carried out through a self-applicable questionnaire with open and closed questions; interviews structured with post-graduation professors and/or coordinators; interview with librarians to complement data and visits to UnB and UFG libraries. 248 questionnaires were answered and analyzed. The results demonstrate that 73.7% of the respondents think that the electronic periodic have influenced their activities of research or productivity and 26.3% think that it did not. 33.6% of the respondents fully agree with the assertive, 'I published more articles because electronic periodic give easy and fast access to quality articles', 48.7% partly agree and 17.7% disagree. 26.8% of the respondents declare to be unaware of Portal and 7.5% do not know how to use it. The major difficulty faced by the users is to get a complete text copy. The degree of relevance of the Portal articles is high for 96% of the users who attributed a degree above 50%. More than half of the respondents attributed a note higher than 70 to the Portal and 86.1%, a note higher than 50 regarding the capacity of attendance of their information necessities. From the 184 users of the Portal, 48% do not prepare the searching strategy with antecedence. Regardig the degree of satisfaction related to the use of the Portal, the users are fairly satisfied on the access speed, titles selection and language, Portal advertising and graphical presentation. The research concludes that the majority of users is reasonably satisfied with CAPES Periodic Portal, and that is necessary an increased Portal advertising and trainning.";"primary[Monteiro, Rose Cleide Mendes(NA)]";"advisor[Cunha, Murilo Bastos da(NA)]";"";"";"UNB";"";"masterThesis";"openAccess";"2005";"http://repositorio.unb.br/handle/10482/2038";"masterThesis";"por"
"UFRN_19946ba3e741515bc372d10239fb28fc";"Biblioteca Digital de Teses e Dissertações: grau de utilização pelos mestrandos do curso de Ciência da Informação das Universidades Públicas Brasileiras";"A pesquisa aborda o uso das Tecnologias de Informação e Comunicação, que vem revolucionando as atividades e ocasionando muitas mudanças relacionadas ao acesso e uso de informações. O objetivo foi analisar o grau de utilização do conhecimento científico produzido pelos Programas de Pós-Graduação das Universidades Públicas Brasileiras, através da BDTD, pelos mestrandos dos referidos programas. Nos procedimentos metodológicos realizados, procurou-se inicialmente analisar o amplo espectro da população do corpus da pesquisa. Em razão da impossibilidade de trabalhar com os Programas de Pós-Graduação como um todo, optou-se por fazer um recorte, elegendo os cursos de Pós-Graduação em Ciência da Informação, vez que estes representam o principal segmento social de interesse da pesquisa. Foi utilizado o método de estudo de usuários, onde se optou por adotar o grupo, “estudos orientados aos usuários”, que identifica as necessidades e comportamento de acesso e uso da informação. Para coletar os dados, elaborou-se um questionário semi-estruturado com 25 questões, que versavam sobre o uso, dificuldades de acesso e recuperação da informação, bem como a satisfação na utilização dessa fonte informacional. Dentre os vários resultados obtidos, podemos destacar o fato de que a maioria dos mestrandos (71,8%) só teve contato com a BDTD somente no momento em que se encontrava cursando o mestrado e, somente 24,3%, tiveram contato durante a graduação. Estes resultados representam um problema, que pode afetar o bom desempenho do projeto BDTD, o qual consiste em disseminar e divulgar a produção científica dos Programas de Pós-Graduação das Universidades Públicas Brasileiras para a sua comunidade. Foi observado também, que os mestrandos oriundos do curso de Biblioteconomia tende a ter contato com a BDTD bem mais cedo do que mestrandos de outros cursos de graduação. A fim de minimizar o problema detectado, propõe-se uma divulgação mais eficaz na graduação através de dois procedimentos: Primeiro, o docente deve fazer uma divulgação mais eficaz da BDTD junto aos discentes de todos os cursos de graduação; segundo: deverá ser feita a divulgação na mídia eletrônica, através da inserção de ícones da BDTD, nos portais dos Departamentos dos Cursos de Graduação das Universidades Públicas Brasileiras. Acredita-se que com estes procedimentos seja possível aperfeiçoar o uso dessa fonte de informação científica.";"";"primary[Oliveira, Raimundo Muniz de(NA)]";"";"Biblioteca digital de teses e dissertações|BDTD|Comunicação Científica|Produção Científica";"";"UFRN";"";"masterThesis";"openAccess";"2009";"https://repositorio.ufrn.br/jspui/handle/1/11743";"masterThesis";"por"
"UFPE_9a983ccf2ed10a3670db744d278ce99b";"Uma plataforma para suporte às bibliotecas digitais de eventos científicos com foco na extração de informação";"A presente tese descreve as especificações e requisitos para o desenvolvimento de Bibliotecas Digitais de documentos textuais, considerando a possibilidade de reuso e a extração de dados. Considerando o imenso volume de informação disponível nesses repositórios, é de grande interesse a construção de sistemas capazes de selecionar automaticamente apenas os dados de interesse do usuário, facilitando assim o acesso, a manipulação e a divulgação dessas informações. O Modelo de Referências de Biblioteca Digital da DELOS foi utilizado para guiar a construção do ambiente, como consequência foi desenvolvida a plataforma pLiveMemory com módulos implementados para desktop e web, neste último, a infraestrutura da nuvem do Google é utilizada. Entre os módulos desenvolvidos há um específico para identificação e extração de referências bibliográficas, o qual usa, entre outros, o algoritmo de Naïve Bayes juntamente com as técnicas de expressões regulares. Também há um módulo para identificação de palavras-chave em arquivos de formato PDF editável. Os resultados obtidos mostraram os ganhos com a utilização das estratégias adotadas nas diversas fases do projeto, como na classificação automática de informação dos textos de artigos científicos.";"";"primary[ALVES, Neide Ferreira(NA)]";"advisor[LENCASTRE, Maria(NA)|LINS, Rafael Dueire(NA)]";"Biblioteca digital|Extração de informação|Processamento de documentos|Computação em nuvem";"";"UFPE";"";"doctoralThesis";"openAccess";"2013";"https://repositorio.ufpe.br/handle/123456789/13359";"doctoralThesis";"por"
"UNB_4791b02ff61b21f74bcd9c4f270b2571";"Necessidade de informação do usuário com deficiência visual : um estudo de caso da Biblioteca Digital e Sonora da Universidade de Brasília";"";"Esta pesquisa apresenta um estudo de usuários deficientes visuais da Biblioteca Digital e Sonora (BDS) da Universidade de Brasília, com o objetivo de identificar suas necessidades de informação e colher subsídios para a definição de uma política de desenvolvimento de coleção. A metodologia utilizada foi a técnica de pesquisa qualitativa por entrevistas, sendo também utilizados a análise documental e o estudo de caso. O perfil dos usuários foi descrito por meio de dados demográficos, dados sobre a condição visual, e sobre necessidade de informação e acesso às informações digitais. A coleta de dados foi realizada com o universo de 20 usuários, e o instrumento utilizado foi a entrevista semi-estruturada, com perguntas abertas e fechadas. Após a coleta e análise dos dados, concluiu-se que: a informação em meio digital é fundamental para os usuários, sendo a mais utilizada, seguida da informação em áudio e em Braille; os usuários acessam todo tipo de informação no computador, mas buscam principalmente informações didáticas e profissionais, tendo suas necessidades de informação em maior parte satisfeitas. Todos têm computador em casa e a maioria o acessa diariamente. Em relação à dificuldade de acesso às informações, a falta de acessibilidade dos sites foi a mais citada. Sobre as fontes onde mais buscam informações, foram citados vários sites, e sobre as estratégias de busca, a opção mais usada é ir direto à internet. Por meio das falas dos usuários pode se observar o impacto que a tecnologia da informação teve em suas vidas. _______________________________________________________________________________________ ABSTRACT|This research presents a study of visually impaired users of the Digital and Sound Library (Biblioteca Digital Sonora - BDS) of the University of Brasília, in order to identify their information needs and gather input to define a collection development policy. The methodology used was a qualitative research technique with interviews, being also used document analysis and a case study. The profile of the users was described by means of demographic data, data on the users' visual condition, data on information needs and on digital information access. Data collection was performed with 20 users, and the data collection instrument used was a semi-structured interview, with open and closed questions. After the data collection and analysis, it was concluded that: the information in digital media, essencial to the users, is the most frequently used, followed by audio and Braille; the users access all kinds of information on the computer, but search mainly information about their studies and professions, having their needs mostly satisfied in this medium. They all have a computer at home and most of them access it daily. Information was collected about the difficulty of digital information access (the lack of accessibility of sites was frequently mentioned), about the sources where they seek information (they mentioned different sites), about the seeking strategies (going straight to the internet is mostly used). The statements of the users showed the impact information technology has had on their lives.";"primary[Malheiros, Tania Milca de Carvalho(NA)]";"advisor[Kafure Muñoz, Ivette(NA)]";"";"";"UNB";"";"masterThesis";"openAccess";"2013";"http://repositorio.unb.br/handle/10482/14147";"masterThesis";"por"
"UNB_917586b7906371eeb249c334f47db8d2";"As coleções de obras raras na biblioteca digital";"";"Este estudo exploratório teve como objetivo conhecer o acesso digital às coleções de obras raras e o perfil do bibliotecário responsável por esses materiais. Foram coletadas informações particulares de instituições e bibliotecários no Brasil e no Exterior usando vários mecanismos de busca da Internet. Contataram-se as pessoas responsáveis pelas coleções de obras raras mencionadas em bibliotecas com sítio na Internet e que contavam com endereço eletrônico, assim como bibliotecários de obras raras assinantes de listas de discussão eletrônicas relacionadas ao tema. Para eles foi enviado, via correio eletrônico, um questionário com 21 questões de múltipla escolha e 9 questões dissertativas. Os dados coletados foram classificados em três grandes categorias, a saber, aspectos relacionados ao acesso, as características das bibliotecas digitais, e o perfil do profissional de obras raras. Os dados revelam como as coleções do obras raras das bibliotecas foram valorizadas em função da implantação do acesso digital. Verificou-se que a disponibilização digital dos materiais considerados mais valiosos pelas bibliotecas produz um aumento no número das consultas locais e o surgimento de novos tipos de usuários. Foi constatado que a implantação do acesso digital às coleções de obras raras depende de uma decisão estratégica dos administradores sendo que, a maioria desses, ainda encontra-se em fase de avaliação de seus materiais e das capacidades desta nova tecnologia de acesso. O estudo revelou que algumas iniciativas coletivas de digitalização dos acervos raros são alternativas de delimitação das prioridades das bibliotecas frente a padrões pouco regulamentados de difusão, armazenamento, recuperação e preservação, de documentos eletrônicos. As bibliotecas das instituições de ensino superior apresentaram uma integração mais ampla dos acervos raros com os outros materiais disponibilizados para a pesquisa nos projetos de digitalização. O papel do bibliotecário de obras raras foi avaliado através dos dados proporcionados pelos informantes sobre o grau de formação e experiência profissional. Os bibliotecários contatados estavam envolvidos na elaboração, implementação e manutenção de sistemas automatizados e em novas atividades relacionadas com o acesso remoto. As habilidades e qualificações dos bibliotecários de obras raras estão sendo compatibilizadas com as novas técnologias de acesso digital, exibindo, também, uma preocupação individual com sua atualização na área. As concluir este trabalho, subsídios são oferecidos para pesquisas sobre as novas possibilidades que o acesso digital oferece às bibliotecas com acervos raros. _______________________________________________________________________________________ ABSTRACT";"primary[Márdero Arellano, Miguel Ángel(NA)]";"advisor[Mueller, Suzana Pinheiro Machado(NA)]";"";"";"UNB";"";"masterThesis";"openAccess";"1998";"http://repositorio.unb.br/handle/10482/1524";"masterThesis";"por"
"UNB_2923e6602e6696f689d66eddc6759f52";"Modelos de comercialização de livros eletrônicos para bibliotecas do Distrito Federal";"";"Este trabalho busca identificar os modelos de comercialização utilizados na aquisição de livros eletrônicos para bibliotecas do Distrito Federal. Inicialmente, identifica o conceito de livro eletrônico, seus formatos mais comuns e os aparelhos e programas utilizados para a sua leitura. Em seguida, identifica e analisa os modelos existentes de comercialização de livros eletrônicos para bibliotecas e os vendedores, que costumam ser editoras, agregadores ou distribuidores. São analisados os modelos de seleção disponíveis para as bibliotecas, dos quais os mais comuns são por título, por pacote ou por plano de aprovação. Esses modelos de negócios incluem o acesso perpétuo, a assinatura, o empréstimo de curto prazo e a aquisição orientada pelo usuário. Destaca os aspectos relacionados ao contrato de venda de livros eletrônicos e à necessidade de uma política de renovação e cancelamento das assinaturas; foca também nos direitos autorais e na gestão desses direitos, bem como em experiências de outras bibliotecas com livros eletrônicos. Analisa os resultados da pesquisa realizada com bibliotecas do Distrito Federal que compraram livros eletrônicos, comparando esses resultados com a literatura anteriormente citada.";"primary[Costa, Raquel Pereira(NA)]";"advisor[Cunha, Murilo Bastos da(NA)]";"";"";"UNB";"";"masterThesis";"openAccess";"2015";"http://repositorio.unb.br/handle/10482/19212|http://dx.doi.org/10.26512/2015.12.D.19212";"masterThesis";"por"
